blockNumber,timeStamp,value,functionName
2818558,1714446931,1.16124,mint()
2818579,1714446973,1.16965,mint()
2819677,1714449169,1.176,mint()
2820613,1714451041,1.18271,mint()
2821495,1714452805,1.18958,mint()
2826617,1714463049,1.18795,mint()
2829503,1714468821,1.19082,mint()
2836508,1714482831,1.18546,mint()
2837284,1714484383,1.18392,mint()
2837306,1714484427,1.1925,mint()
2837312,1714484439,1.20117,mint()
2837317,1714484449,1.20991,mint()
2837319,1714484453,1.20991,mint()
2837325,1714484465,1.2187,mint()
2837339,1714484493,1.22756,mint()
2837371,1714484557,1.24544,mint()
2837378,1714484571,1.25449,mint()
2837384,1714484583,1.26361,mint()
2847156,1714504127,1.25209,mint()
2847161,1714504137,1.2612,mint()
2847163,1714504141,1.2612,mint()
2847166,1714504147,1.27037,mint()
2847167,1714504149,1.27037,mint()
2847176,1714504167,1.27961,mint()
2847183,1714504181,1.27959,mint()
2847188,1714504191,1.2889,mint()
2847192,1714504199,1.29828,mint()
2847195,1714504205,1.29827,mint()
2847197,1714504209,1.30772,mint()
2847200,1714504215,1.30772,mint()
2847316,1714504447,1.31698,mint()
2847673,1714505161,1.32578,mint()
2847704,1714505223,1.33543,mint()
2847742,1714505299,1.34503,mint()
2847750,1714505315,1.35479,mint()
2847752,1714505319,1.35478,mint()
2847766,1714505347,1.36462,mint()
2847776,1714505367,1.3646,mint()
2847779,1714505373,1.37453,mint()
2847784,1714505383,1.37451,mint()
2847786,1714505387,1.37451,mint()
2847808,1714505431,1.38447,mint()
2847839,1714505493,1.3945,mint()
2847867,1714505549,1.40457,mint()
2847912,1714505639,1.41469,mint()
2847960,1714505735,1.42488,mint()
2848097,1714506009,1.43494,mint()
2848104,1714506023,1.44537,mint()
2848176,1714506167,1.45573,mint()
2848188,1714506191,1.4663,mint()
2854873,1714519561,1.46049,mint()
2854887,1714519589,1.47108,mint()
2855027,1714519869,1.48145,mint()
2855029,1714519873,1.48145,mint()
2855064,1714519943,1.49215,mint()
2855067,1714519949,1.49216,mint()
2855253,1714520321,1.50254,mint()
2855264,1714520343,1.51345,mint()
2855841,1714521497,1.52302,mint()
2855850,1714521515,1.53407,mint()
2855859,1714521533,1.54522,mint()
2856738,1714523291,1.55418,mint()
2876269,1714562353,1.51497,mint()
2881468,1714572751,1.51273,mint()
2881561,1714572937,1.53465,mint()
2881568,1714572951,1.55702,mint()
2881580,1714572975,1.55699,mint()
2881591,1714572997,1.5683,mint()
2886401,1714582617,1.61316,mint()
2886407,1714582629,1.6249,mint()
2886411,1714582637,1.64865,mint()
2886416,1714582647,1.66064,mint()
2886419,1714582653,1.67273,mint()
2886422,1714582659,1.67272,mint()
2886425,1714582665,1.68489,mint()
2886431,1714582677,1.69715,mint()
2886434,1714582683,1.7095,mint()
2886451,1714582717,1.74708,mint()
2886457,1714582729,1.7726,mint()
2886462,1714582739,1.7855,mint()
2886468,1714582751,1.79848,mint()
2886472,1714582759,1.81157,mint()
2886476,1714582767,1.83804,mint()
2886479,1714582773,1.83803,mint()
2886484,1714582783,1.83802,mint()
2886518,1714582851,1.91971,mint()
2886519,1714582853,1.93368,mint()
2886526,1714582867,1.94775,mint()
2888083,1714585981,1.95681,mint()
2899593,1714609001,1.93332,mint()
2900934,1714611683,1.94302,mint()
2902820,1714615455,1.95098,mint()
2902825,1714615465,1.96517,mint()
2906652,1714623119,1.9668,mint()
2910849,1714631513,1.96721,mint()
2920149,1714650113,1.95082,mint()
2923695,1714657205,1.95336,mint()
2924534,1714658883,1.96482,mint()
2932942,1714675699,1.95139,mint()
2932966,1714675747,1.9513,mint()
2934336,1714678487,1.96098,mint()
2935495,1714680805,1.97142,mint()
2938480,1714686775,1.97587,mint()
2938507,1714686829,1.99015,mint()
2938719,1714687253,2.00393,mint()
2938837,1714687489,2.01813,mint()
2938862,1714687539,2.03274,mint()
2939950,1714689715,2.04381,mint()
2941564,1714692943,2.05311,mint()
2941830,1714693475,2.06714,mint()
2941832,1714693479,2.06714,mint()
2941854,1714693523,2.08212,mint()
2941873,1714693561,2.08205,mint()
2941876,1714693567,2.08205,mint()
2941890,1714693595,2.09716,mint()
2942498,1714694811,2.1103,mint()
2942615,1714695045,2.12524,mint()
2942625,1714695065,2.14069,mint()
2942627,1714695069,2.14066,mint()
2942641,1714695097,2.1562,mint()
2942707,1714695229,2.17167,mint()
2942738,1714695291,2.17155,mint()
2942809,1714695433,2.18712,mint()
2942831,1714695477,2.18704,mint()
2944565,1714698945,2.19654,mint()
2958382,1714726579,2.16179,mint()
2963449,1714736713,2.15907,mint()
2965023,1714739861,2.16906,mint()
2968935,1714747685,2.17055,mint()
2970702,1714751219,2.17988,mint()
2971327,1714752469,2.19345,mint()
2971470,1714752755,2.20889,mint()
2978304,1714766423,2.19958,mint()
2978374,1714766563,2.21535,mint()
2979366,1714768547,2.22776,mint()
2979445,1714768705,2.24375,mint()
2979467,1714768749,2.24361,mint()
2979514,1714768843,2.25976,mint()
2979524,1714768863,2.27619,mint()
2979585,1714768985,2.27602,mint()
2995239,1714800293,2.23305,mint()
3006952,1714823719,2.20547,mint()
3009840,1714829495,2.21079,mint()
3013403,1714836621,2.21361,mint()
3016505,1714842825,2.21816,mint()
3016680,1714843175,2.23364,mint()
3018937,1714847689,2.24138,mint()
3026655,1714863125,2.22864,mint()
3027623,1714865061,2.2412,mint()
3034596,1714879007,2.23125,mint()
3035695,1714881205,2.24335,mint()
3037618,1714885051,2.25241,mint()
3040421,1714890657,2.25815,mint()
3041988,1714893791,2.26861,mint()
3043707,1714897229,2.27855,mint()
3046257,1714902329,2.28533,mint()
3052030,1714913875,2.27977,mint()
3052368,1714914551,2.29507,mint()
3052535,1714914885,2.31113,mint()
3052965,1714915745,2.32628,mint()
3053642,1714917099,2.34056,mint()
3057833,1714925481,2.34107,mint()
3058009,1714925833,2.34038,mint()
3064313,1714938441,2.33259,mint()
3064583,1714938981,2.34852,mint()
3065588,1714940991,2.36163,mint()
3065590,1714940995,2.36162,mint()
3065615,1714941045,2.37872,mint()
3076215,1714962245,2.35384,mint()
3079882,1714969579,2.35635,mint()
3080606,1714971027,2.37062,mint()
3084485,1714978785,2.37238,mint()
3090655,1714991125,2.36502,mint()
3091471,1714992757,2.37898,mint()
3094897,1714999609,2.38255,mint()
3095381,1715000577,2.39796,mint()
3095964,1715001743,2.41306,mint()
3096018,1715001851,2.41288,mint()
3096599,1715003013,2.42805,mint()
3096957,1715003729,2.44426,mint()
3101519,1715012853,2.44328,mint()
3154144,1715118103,2.3531,mint()
3154261,1715118337,2.36978,mint()
3154708,1715119231,2.38524,mint()
3156283,1715122381,2.39626,mint()
3156296,1715122407,2.3962,mint()
3156306,1715122427,2.41362,mint()
3156322,1715122459,2.43114,mint()
3156327,1715122469,2.44882,mint()
3176658,1715163131,2.38385,mint()
3177774,1715165363,2.3967,mint()
3184396,1715178607,2.38756,mint()
3190319,1715190453,2.38103,mint()
3190871,1715191557,2.39616,mint()
3194290,1715198395,2.39978,mint()
3196066,1715201947,2.41005,mint()
3196084,1715201983,2.42755,mint()
3196086,1715201987,2.42753,mint()
3199537,1715208889,2.43107,mint()
3199581,1715208977,2.43091,mint()
3256416,1715322647,2.22563,mint()
3264897,1715339609,2.21014,mint()
3267390,1715344595,2.21696,mint()
3267405,1715344625,2.23302,mint()
3312734,1715435283,2.08436,mint()
3312838,1715435491,2.09917,mint()
3313280,1715436375,2.11289,mint()
3313332,1715436479,2.12809,mint()
3313343,1715436501,2.12805,mint()
3313346,1715436507,2.12805,mint()
3317302,1715444419,2.12934,mint()
3317720,1715445255,2.14335,mint()
3325970,1715461755,2.12925,mint()
3329089,1715467993,2.13356,mint()
3337079,1715483973,2.12044,mint()
3614433,1716038681,1.3404,mint()
3619566,1716048947,1.33855,mint()
3619711,1716049237,1.34798,mint()
3619806,1716049427,1.35758,mint()
3620217,1716050249,1.36652,mint()
3620236,1716050287,1.37643,mint()
3627336,1716064487,1.37002,mint()
3637669,1716085153,1.35625,mint()
3640304,1716090423,1.36011,mint()
3643828,1716097471,1.36191,mint()
3651673,1716113161,1.35389,mint()
3653551,1716116917,1.35944,mint()
3654363,1716118541,1.36749,mint()
3659522,1716128859,1.36555,mint()
3660244,1716130303,1.37382,mint()
3666825,1716143465,1.36863,mint()
3666838,1716143491,1.36859,mint()
3671210,1716152235,1.36847,mint()
3673040,1716155895,1.3742,mint()
3676060,1716161935,1.37722,mint()
3677124,1716164063,1.38476,mint()
3678401,1716166617,1.39186,mint()
3685749,1716181313,1.3848,mint()
3692494,1716194803,1.37917,mint()
3692905,1716195625,1.38825,mint()
3692961,1716195737,1.39823,mint()
3693229,1716196273,1.40778,mint()
3699946,1716209707,1.40213,mint()
3701545,1716212905,1.40855,mint()
3706827,1716223469,1.40627,mint()
3712909,1716235633,1.40212,mint()
3716729,1716243273,1.4033,mint()
3720527,1716250869,1.40453,mint()
3721102,1716252019,1.41339,mint()
3721647,1716253109,1.42238,mint()
